priority,dataset,horizon,outer_fold,model_seed,models,argv,output,command_exists,prerequisite,learned_fit_invocations,scenario_low_model_seconds,scenario_high_model_seconds,estimate_basis,fit_n,original_priority,updated_low_model_seconds,updated_high_model_seconds
106,bdg2,3,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.39574438897014,1782.8047330362917,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51634,107,194.39574438897014,2223.2033886050103
107,bdg2,6,2,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.20750045630083,1781.078346611614,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51584,108,194.20750045630083,2221.0505402990443
108,bdg2,1,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.4633035523875,2682.183004836449,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77682,109,292.4633035523876,3344.7512420810785
109,bdg2,3,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.3127084062521,2680.801895696707,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77642,110,292.31270840625206,3343.028963436306
110,bdg2,6,1,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.1244644735828,2679.075509272029,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77592,111,292.12446447358275,3340.8761151303397
111,bdg2,1,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.3576782977492,3579.973001125903,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103684,112,390.35767829774915,4464.318475115659
112,bdg2,3,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.2070831516137,3578.5918919861606,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103644,113,390.20708315161374,4462.596196470886
113,bdg2,6,0,42,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""42"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s42_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s42_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.0188392189444,3576.8655055614827,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103594,114,390.0188392189444,4460.44334816492
114,bdg2,1,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.50869074857175,1783.8405648910984,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51664,115,194.50869074857175,2224.4950975885904
115,bdg2,3,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s43_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.39574438897014,1782.8047330362917,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51634,116,194.39574438897014,2223.2033886050103
116,bdg2,6,2,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s43_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.20750045630083,1781.078346611614,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51584,117,194.20750045630083,2221.0505402990443
117,bdg2,1,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.4633035523875,2682.183004836449,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77682,118,292.4633035523876,3344.7512420810785
118,bdg2,3,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.3127084062521,2680.801895696707,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77642,119,292.31270840625206,3343.028963436306
119,bdg2,6,1,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s43_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.1244644735828,2679.075509272029,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77592,120,292.12446447358275,3340.8761151303397
120,bdg2,1,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.3576782977492,3579.973001125903,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103684,121,390.35767829774915,4464.318475115659
121,bdg2,3,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.2070831516137,3578.5918919861606,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103644,122,390.20708315161374,4462.596196470886
122,bdg2,6,0,43,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""43"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s43_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s43_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.0188392189444,3576.8655055614827,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103594,123,390.0188392189444,4460.44334816492
123,bdg2,1,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.50869074857175,1783.8405648910984,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51664,124,194.50869074857175,2224.4950975885904
124,bdg2,3,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.39574438897014,1782.8047330362917,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51634,125,194.39574438897014,2223.2033886050103
125,bdg2,6,2,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.20750045630083,1781.078346611614,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51584,126,194.20750045630083,2221.0505402990443
126,bdg2,1,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.4633035523875,2682.183004836449,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77682,127,292.4633035523876,3344.7512420810785
127,bdg2,3,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.3127084062521,2680.801895696707,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77642,128,292.31270840625206,3343.028963436306
128,bdg2,6,1,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.1244644735828,2679.075509272029,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77592,129,292.12446447358275,3340.8761151303397
129,bdg2,1,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.3576782977492,3579.973001125903,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103684,130,390.35767829774915,4464.318475115659
130,bdg2,3,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.2070831516137,3578.5918919861606,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103644,131,390.20708315161374,4462.596196470886
131,bdg2,6,0,44,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""44"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s44_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s44_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.0188392189444,3576.8655055614827,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103594,132,390.0188392189444,4460.44334816492
132,bdg2,1,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f2_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.50869074857175,1783.8405648910984,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51664,133,194.50869074857175,2224.4950975885904
133,bdg2,3,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f2_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.39574438897014,1782.8047330362917,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51634,134,194.39574438897014,2223.2033886050103
134,bdg2,6,2,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""2"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f2_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f2_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,194.20750045630083,1781.078346611614,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",51584,135,194.20750045630083,2221.0505402990443
135,bdg2,1,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f1_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.4633035523875,2682.183004836449,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77682,136,292.4633035523876,3344.7512420810785
136,bdg2,3,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f1_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.3127084062521,2680.801895696707,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77642,137,292.31270840625206,3343.028963436306
137,bdg2,6,1,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""1"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f1_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f1_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,292.1244644735828,2679.075509272029,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",77592,138,292.12446447358275,3340.8761151303397
138,bdg2,1,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""1"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h1_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h1_f0_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.3576782977492,3579.973001125903,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103684,139,390.35767829774915,4464.318475115659
139,bdg2,3,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""3"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h3_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h3_f0_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.2070831516137,3578.5918919861606,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103644,140,390.20708315161374,4462.596196470886
140,bdg2,6,0,45,persistence|xgboost|attention_lstm,"[""C:/cfs_venv/Scripts/python.exe"", ""-B"", ""-m"", ""src.matched_forecasting005"", ""run"", ""--matrix"", ""outputs/amendment005/support_design_v1/experiment_matrix.csv"", ""--dataset"", ""bdg2"", ""--horizon"", ""6"", ""--outer-fold"", ""0"", ""--model-seed"", ""45"", ""--out"", ""outputs/matched_forecasting005/bdg2_h6_f0_s45_v1""]",outputs/matched_forecasting005/bdg2_h6_f0_s45_v1,True,"new scoped authorization, dataset-unit freeze and readiness; generalized runner exists; no further run authorized now",10,390.0188392189444,3576.8655055614827,"four measured matched units (3 temperature horizons + energy h1), min/max model-phase sum x fit-row ratio x [0.5,3]; excludes prep/I/O/audit",103594,141,390.0188392189444,4460.44334816492
