dataset,horizon,role,group_id,n,origin_min,origin_max,target_min,target_max,raw_rows,start,end,season_steps,phase,scheduler_step,target_id,legacy_fold0_roles,proposal_fold0_roles,legacy_fold1_roles,proposal_fold1_roles,legacy_fold2_roles,proposal_fold2_roles
rico,5,inner1_train,P1S28,212,2023-07-31 03:24:00,2023-07-31 06:55:00,2023-07-31 03:29:00,2023-07-31 07:00:00,240.0,2023-07-31 03:01:00,2023-07-31 07:00:00,,1.0,28.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S29,212,2023-07-31 07:24:00,2023-07-31 10:55:00,2023-07-31 07:29:00,2023-07-31 11:00:00,240.0,2023-07-31 07:01:00,2023-07-31 11:00:00,,1.0,29.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S31,212,2023-07-31 15:24:00,2023-07-31 18:55:00,2023-07-31 15:29:00,2023-07-31 19:00:00,240.0,2023-07-31 15:01:00,2023-07-31 19:00:00,,1.0,31.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S32,212,2023-07-31 19:24:00,2023-07-31 22:55:00,2023-07-31 19:29:00,2023-07-31 23:00:00,240.0,2023-07-31 19:01:00,2023-07-31 23:00:00,,1.0,32.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S33,212,2023-07-31 23:24:00,2023-08-01 02:55:00,2023-07-31 23:29:00,2023-08-01 03:00:00,240.0,2023-07-31 23:01:00,2023-08-01 03:00:00,,1.0,33.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S34,212,2023-08-01 03:24:00,2023-08-01 06:55:00,2023-08-01 03:29:00,2023-08-01 07:00:00,240.0,2023-08-01 03:01:00,2023-08-01 07:00:00,,1.0,34.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S37,212,2023-08-01 15:24:00,2023-08-01 18:55:00,2023-08-01 15:29:00,2023-08-01 19:00:00,240.0,2023-08-01 15:01:00,2023-08-01 19:00:00,,1.0,37.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S38,212,2023-08-01 19:24:00,2023-08-01 22:55:00,2023-08-01 19:29:00,2023-08-01 23:00:00,240.0,2023-08-01 19:01:00,2023-08-01 23:00:00,,1.0,38.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S39,212,2023-08-01 23:24:00,2023-08-02 02:55:00,2023-08-01 23:29:00,2023-08-02 03:00:00,240.0,2023-08-01 23:01:00,2023-08-02 03:00:00,,1.0,39.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train
rico,5,inner1_train,P1S4,212,2023-07-27 03:24:00,2023-07-27 06:55:00,2023-07-27 03:29:00,2023-07-27 07:00:00,240.0,2023-07-27 03:01:00,2023-07-27 07:00:00,,1.0,4.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S40,212,2023-08-02 03:24:00,2023-08-02 06:55:00,2023-08-02 03:29:00,2023-08-02 07:00:00,240.0,2023-08-02 03:01:00,2023-08-02 07:00:00,,1.0,40.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S41,212,2023-08-02 07:24:00,2023-08-02 10:55:00,2023-08-02 07:29:00,2023-08-02 11:00:00,240.0,2023-08-02 07:01:00,2023-08-02 11:00:00,,1.0,41.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S42,212,2023-08-02 11:24:00,2023-08-02 14:55:00,2023-08-02 11:29:00,2023-08-02 15:00:00,240.0,2023-08-02 11:01:00,2023-08-02 15:00:00,,1.0,42.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S43,212,2023-08-02 15:24:00,2023-08-02 18:55:00,2023-08-02 15:29:00,2023-08-02 19:00:00,240.0,2023-08-02 15:01:00,2023-08-02 19:00:00,,1.0,43.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S44,212,2023-08-02 19:24:00,2023-08-02 22:55:00,2023-08-02 19:29:00,2023-08-02 23:00:00,240.0,2023-08-02 19:01:00,2023-08-02 23:00:00,,1.0,44.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S45,212,2023-08-02 23:24:00,2023-08-03 02:55:00,2023-08-02 23:29:00,2023-08-03 03:00:00,240.0,2023-08-02 23:01:00,2023-08-03 03:00:00,,1.0,45.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S46,212,2023-08-03 03:24:00,2023-08-03 06:55:00,2023-08-03 03:29:00,2023-08-03 07:00:00,240.0,2023-08-03 03:01:00,2023-08-03 07:00:00,,1.0,46.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S47,212,2023-08-03 07:24:00,2023-08-03 10:55:00,2023-08-03 07:29:00,2023-08-03 11:00:00,240.0,2023-08-03 07:01:00,2023-08-03 11:00:00,,1.0,47.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B0|final_fit|inner0_train|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S49,212,2023-08-03 15:24:00,2023-08-03 18:55:00,2023-08-03 15:29:00,2023-08-03 19:00:00,240.0,2023-08-03 15:01:00,2023-08-03 19:00:00,,1.0,49.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S5,212,2023-07-27 07:24:00,2023-07-27 10:55:00,2023-07-27 07:29:00,2023-07-27 11:00:00,240.0,2023-07-27 07:01:00,2023-07-27 11:00:00,,1.0,5.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S50,212,2023-08-03 19:24:00,2023-08-03 22:55:00,2023-08-03 19:29:00,2023-08-03 23:00:00,240.0,2023-08-03 19:01:00,2023-08-03 23:00:00,,1.0,50.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_train,P1S7,212,2023-07-27 15:24:00,2023-07-27 18:55:00,2023-07-27 15:29:00,2023-07-27 19:00:00,240.0,2023-07-27 15:01:00,2023-07-27 19:00:00,,1.0,7.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S8,212,2023-07-27 19:24:00,2023-07-27 22:55:00,2023-07-27 19:29:00,2023-07-27 23:00:00,240.0,2023-07-27 19:01:00,2023-07-27 23:00:00,,1.0,8.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_train,P1S9,212,2023-07-27 23:24:00,2023-07-28 02:55:00,2023-07-27 23:29:00,2023-07-28 03:00:00,240.0,2023-07-27 23:01:00,2023-07-28 03:00:00,,1.0,9.0,B.RTD3,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train,B0|final_fit|inner0_train|inner1_train
rico,5,inner1_validation,P1S51,212,2023-08-03 23:24:00,2023-08-04 02:55:00,2023-08-03 23:29:00,2023-08-04 03:00:00,240.0,2023-08-03 23:01:00,2023-08-04 03:00:00,,1.0,51.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_validation,P1S52,212,2023-08-04 03:24:00,2023-08-04 06:55:00,2023-08-04 03:29:00,2023-08-04 07:00:00,240.0,2023-08-04 03:01:00,2023-08-04 07:00:00,,1.0,52.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_validation,P1S53,212,2023-08-04 07:24:00,2023-08-04 10:55:00,2023-08-04 07:29:00,2023-08-04 11:00:00,240.0,2023-08-04 07:01:00,2023-08-04 11:00:00,,1.0,53.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_validation,P1S55,212,2023-08-04 15:24:00,2023-08-04 18:55:00,2023-08-04 15:29:00,2023-08-04 19:00:00,240.0,2023-08-04 15:01:00,2023-08-04 19:00:00,,1.0,55.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_validation,P1S56,212,2023-08-04 19:24:00,2023-08-04 22:55:00,2023-08-04 19:29:00,2023-08-04 23:00:00,240.0,2023-08-04 19:01:00,2023-08-04 23:00:00,,1.0,56.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration
rico,5,inner1_validation,P1S57,212,2023-08-04 23:24:00,2023-08-05 02:55:00,2023-08-04 23:29:00,2023-08-05 03:00:00,240.0,2023-08-04 23:01:00,2023-08-05 03:00:00,,1.0,57.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S58,212,2023-08-05 03:24:00,2023-08-05 06:55:00,2023-08-05 03:29:00,2023-08-05 07:00:00,240.0,2023-08-05 03:01:00,2023-08-05 07:00:00,,1.0,58.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S59,212,2023-08-05 07:24:00,2023-08-05 10:55:00,2023-08-05 07:29:00,2023-08-05 11:00:00,240.0,2023-08-05 07:01:00,2023-08-05 11:00:00,,1.0,59.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S60,212,2023-08-05 11:24:00,2023-08-05 14:55:00,2023-08-05 11:29:00,2023-08-05 15:00:00,240.0,2023-08-05 11:01:00,2023-08-05 15:00:00,,1.0,60.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S61,212,2023-08-05 15:24:00,2023-08-05 18:55:00,2023-08-05 15:29:00,2023-08-05 19:00:00,240.0,2023-08-05 15:01:00,2023-08-05 19:00:00,,1.0,61.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S62,212,2023-08-05 19:24:00,2023-08-05 22:55:00,2023-08-05 19:29:00,2023-08-05 23:00:00,240.0,2023-08-05 19:01:00,2023-08-05 23:00:00,,1.0,62.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S63,212,2023-08-05 23:24:00,2023-08-06 02:55:00,2023-08-05 23:29:00,2023-08-06 03:00:00,240.0,2023-08-05 23:01:00,2023-08-06 03:00:00,,1.0,63.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S64,212,2023-08-06 03:24:00,2023-08-06 06:55:00,2023-08-06 03:29:00,2023-08-06 07:00:00,240.0,2023-08-06 03:01:00,2023-08-06 07:00:00,,1.0,64.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S65,212,2023-08-06 07:24:00,2023-08-06 10:55:00,2023-08-06 07:29:00,2023-08-06 11:00:00,240.0,2023-08-06 07:01:00,2023-08-06 11:00:00,,1.0,65.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S67,212,2023-08-06 15:24:00,2023-08-06 18:55:00,2023-08-06 15:29:00,2023-08-06 19:00:00,240.0,2023-08-06 15:01:00,2023-08-06 19:00:00,,1.0,67.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S68,212,2023-08-06 19:24:00,2023-08-06 22:55:00,2023-08-06 19:29:00,2023-08-06 23:00:00,240.0,2023-08-06 19:01:00,2023-08-06 23:00:00,,1.0,68.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S69,212,2023-08-06 23:24:00,2023-08-07 02:55:00,2023-08-06 23:29:00,2023-08-07 03:00:00,240.0,2023-08-06 23:01:00,2023-08-07 03:00:00,,1.0,69.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S70,212,2023-08-07 03:24:00,2023-08-07 06:55:00,2023-08-07 03:29:00,2023-08-07 07:00:00,240.0,2023-08-07 03:01:00,2023-08-07 07:00:00,,1.0,70.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S72,212,2023-08-07 11:24:00,2023-08-07 14:55:00,2023-08-07 11:29:00,2023-08-07 15:00:00,240.0,2023-08-07 11:01:00,2023-08-07 15:00:00,,1.0,72.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S73,212,2023-08-07 15:24:00,2023-08-07 18:55:00,2023-08-07 15:29:00,2023-08-07 19:00:00,240.0,2023-08-07 15:01:00,2023-08-07 19:00:00,,1.0,73.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
rico,5,inner1_validation,P1S74,212,2023-08-07 19:24:00,2023-08-07 22:55:00,2023-08-07 19:29:00,2023-08-07 23:00:00,240.0,2023-08-07 19:01:00,2023-08-07 23:00:00,,1.0,74.0,B.RTD3,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B1|final_fit|inner0_calibration|inner1_train,B2|final_fit|inner0_selection|inner1_calibration,B1|final_fit|inner0_calibration|inner1_train,B3|final_fit|inner1_selection
bdg2,1,fit,Eagle_assembly_Benny,5183,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Eagle_assembly_Ian,5183,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Fox_education_Henrietta,5210,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Hog_assembly_Colette,5210,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Hog_assembly_Dona,5210,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Lamb_assembly_Bertie,5157,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Lamb_assembly_Cesar,5157,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Moose_education_Ricardo,5080,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Mouse_health_Estela,5137,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,fit,Mouse_health_Justin,5137,2016-01-07 23:00:00,2016-08-12 00:00:00,2016-01-08 00:00:00,2016-08-12 01:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Eagle_assembly_Benny,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Eagle_assembly_Ian,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Fox_education_Henrietta,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Hog_assembly_Colette,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Hog_assembly_Dona,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Lamb_assembly_Bertie,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Lamb_assembly_Cesar,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Moose_education_Ricardo,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Mouse_health_Estela,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,calibration,Mouse_health_Justin,1737,2016-08-12 03:00:00,2016-10-23 11:00:00,2016-08-12 04:00:00,2016-10-23 12:00:00,,,,,,,,,,,,,
bdg2,1,test,Eagle_assembly_Benny,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Eagle_assembly_Ian,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Fox_education_Henrietta,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Hog_assembly_Colette,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Hog_assembly_Dona,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Lamb_assembly_Bertie,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Lamb_assembly_Cesar,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Moose_education_Ricardo,3365,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Mouse_health_Estela,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,test,Mouse_health_Justin,3475,2016-10-23 13:00:00,2017-03-17 07:00:00,2016-10-23 14:00:00,2017-03-17 08:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Eagle_assembly_Benny,1735,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
bdg2,1,inner0_train,Eagle_assembly_Ian,1735,2016-01-07 23:00:00,2016-03-20 05:00:00,2016-01-08 00:00:00,2016-03-20 06:00:00,,,,,,,,,,,,,
